Region,iso3,Country,City/Town,Year,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Americas (HIC),USA,United States of America,Boston-Cambridge-Quincy,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Boulder,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Boulevard,2016,5,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bountiful,2016,8,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bowling Green,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Brainerd,2016,6,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bremerton,2016,4,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bremerton-Silverdale,2014,5,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Bridgeport,2016,9,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bridgeport-Stamford-Norwalk,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Brigham City,2014,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bristol,2015,11,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Brockton,2016,6,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Brunswick,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Bryson City (Rr Name Bryson),2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Burlington,2016,5,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Burlington-South Burlington,2014,5,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Burns,2015,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Butte-Silver Bow,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Butte-Silver Bow (Remainder),2016,7,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cadillac,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Calexico,2016,12,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cambridge,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Camden,2016,10,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Candor,2016,6,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Canton-Massillon,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Cape Coral-Fort Myers,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Carlisle,2016,8,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Carmel Valley Village,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Carson City,2016,4,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Casa Grande,2016,9,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Castle Hayne,2016,6,50% -< 75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cedar Rapids,2016,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Charleroi,2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Charleston,2016,7,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Charleston-North Charleston,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Charlotte-Gastonia-Concord,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Charlottesville,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Chattanooga,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Chester,2016,11,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cheyenne,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Chicago-Naperville-Joliet,2014,12,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Chico,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cincinnati-Middletown,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Clarksburg,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Clarksville,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Clearlake,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Cleveland,2016,10,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cleveland-Elyria-Mentor,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Clinton,2016,8,>75%,Measured,"1 Suburban, 1 Urban And Center City","US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cloquet,2016,5,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Clovis,2016,12,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cockeysville,2016,7,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Coconut Creek,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Colorado Springs,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Columbia,2015,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Columbia Falls,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Columbus,2015,10,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Colusa,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Concord,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Cookeville,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Corning,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Cornwall,2016,5,50% -< 75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Corpus Christi,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Cortina Indian Rancheria,2014,7,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Crossett,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Dale,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Dallas,2016,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Dallas-Fort Worth-Arlington,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Daphne-Fairhope-Foley,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Darrington,2016,6,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Davenport,2016,8,50% -< 75%,Measured,2 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Davenport-Moline-Rock Island,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Davie,2016,6,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Dayton,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Decatur,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Deer Park,2016,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Delaware City,2014,10,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Denver,2016,8,>75%,Measured,3 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Denver-Aurora,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Des Moines,2016,7,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Des Moines-West Des Moines,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Detroit,2016,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Detroit Lakes,2016,4,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Detroit-Warren-Livonia,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Dickinson,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Douglas,2015,5,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Dover,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Duluth,2016,5,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Durham,2016,9,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Dyersburg,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,East Brunswick,2016,8,50% -< 75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,East Hartford,2016,7,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,East Highland Park,2016,7,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,East Providence,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,East Stroudsburg,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,East Syracuse,2016,5,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Eau Claire,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Edgewood,2016,8,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,El Centro,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,El Dorado,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,El Paso,2016,10,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Elizabeth,2016,10,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Elizabethtown,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Elkhart,2016,9,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Elkhart-Goshen,2014,15,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Emmetsburg,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Erie,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Eugene-Springfield,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Eureka-Arcata-Fortuna,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Evansville,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fairbanks,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fairmont,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fall River,2016,5,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fargo,2014,5,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Farmington,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Farrell,2015,11,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fayetteville,2016,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fayetteville-Springdale-Rogers,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fishers (Corporate Name For Fishers Station),2016,8,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Flint,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Florence,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Florence-Muscle Shoals,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Folsom,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fort Collins,2016,7,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fort Collins-Loveland,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fort Lee,2015,11,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fort Madison-Keokuk,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fort Smith,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Fort Wayne,2016,8,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Franklin,2014,5,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Freemansburg,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Frenchtown,2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Fresno,2016,13,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Gainesville,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Galveston,2016,6,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Garden City,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Gardnerville Ranchos,2016,7,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Gary,2016,9,50% -< 75%,Measured,2 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Gillette,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Gilroy,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Glendale,2016,7,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Glenpool,2016,10,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Goldsboro,2014,10,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Goleta,2015,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Gordon,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Grand Island,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Grand Junction,2016,6,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Grand Rapids-Wyoming,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Grants Pass,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Grantsville,2015,5,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Greeley,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Green Bay,2014,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Greensboro,2016,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Greensboro-High Point,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Greensburg,2016,10,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Greenville,2016,10,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Greenville-Mauldin-Easley,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Groton,2016,6,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Groveton,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Gulfport-Biloxi,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hagerstown-Martinsburg,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hamilton,2016,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hammond,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hanford,2016,16,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hanford-Corcoran,2014,16,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Harriman,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Harrisburg-Carlisle,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Harrisonburg,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hartford,2016,7,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hartford-West Hartford-East Hartford,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hattiesburg,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Haverhill,2016,5,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hawaiian Ocean View,2016,15,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hazard,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Helena,2014,5,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Helena Valley West Central,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Henderson,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hickory,2016,9,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hickory-Lenoir-Morganton,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hilo,2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hollister,2016,4,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Homestead,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Honolulu,2016,3,>75%,Measured,2 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Hot Springs,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Houma-Bayou Cane-Thibodaux,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Houston,2015,12,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Houston-Sugar Land-Baytown,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Huntington-Ashland,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Huntsville,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Hurricane,2015,5,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Indianapolis (Remainder),2016,10,50% -< 75%,Measured,"2 Suburban, 2 Urban And Center City","US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Indianapolis-Carmel,2014,12,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Iowa City,2016,7,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Jackson,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Jacksonville,2016,7,>75%,Measured,3 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Jamestown-Dunkirk-Fredonia,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Jamesville,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Jasper,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Jean,2016,6,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Jeffersonville,2016,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
